date,trades,total_volume,avg_leverage,avg_pnl,median_pnl,win_rate,classification
2024-11-22,679,1646713.6355,1.0,-26.664721085419732,0.0,0.3078055964653903,Extreme Greed
2024-11-23,363,516245.725623,1.0,7.993200104683195,0.0,0.3526170798898072,Extreme Greed
2024-11-24,172,664952.281453,1.0,5.497385965116279,0.0,0.26744186046511625,Extreme Greed
2024-11-25,255,937410.852452,1.0,21.66172836862745,0.0,0.4117647058823529,Extreme Greed
2024-11-26,302,1146902.403842,1.0,3.6251965529801327,0.0,0.2913907284768212,Extreme Greed
2024-11-27,213,1444242.525653,1.0,-12.462420812206572,0.0,0.3474178403755869,Extreme Greed
2024-11-28,332,1894225.11699,1.0,-382.75722766566264,0.0,0.32831325301204817,Extreme Greed
2024-11-29,393,794262.90333934,1.0,449.98726247328244,0.0,0.48854961832061067,Extreme Greed
2024-11-30,373,1732193.6593480066,1.0,100.04475474530831,0.0,0.42091152815013405,Extreme Greed
2024-12-01,416,814711.9570724809,1.0,98.28453003365385,0.5600160000000001,0.53125,Extreme Greed
2024-12-02,270,585243.4758392512,1.0,68.48001597407408,0.0,0.4074074074074074,Extreme Greed
2024-12-03,374,1084666.510653,1.0,63.03887509358289,0.0,0.4304812834224599,Extreme Greed
2024-12-04,319,769287.6978940717,1.0,918.1561599404388,0.0,0.46394984326018807,Extreme Greed
2024-12-05,456,1256750.7987900001,1.0,156.96078615789474,0.0,0.4232456140350877,Extreme Greed
2024-12-06,403,3471019.3051,1.0,-229.83782604218362,0.0,0.23325062034739455,Greed
2024-12-07,304,451733.35789760563,1.0,282.5864442993421,0.0,0.4309210526315789,Extreme Greed
2024-12-08,420,932939.660374,1.0,38.014127228571425,0.0,0.3619047619047619,Extreme Greed
2024-12-09,539,983949.726508,1.0,11.708659881261596,0.0,0.31910946196660483,Extreme Greed
2024-12-10,1596,3150423.8495111354,1.0,24.640206911654136,0.787791,0.5870927318295739,Extreme Greed
2024-12-11,1221,2194098.364461,1.0,261.30348420720725,2.259711,0.7125307125307125,Greed
2024-12-12,1932,4557189.73703446,1.0,310.1199767122153,10.681751,0.6997929606625258,Extreme Greed
2024-12-13,1173,2880824.535528,1.0,27.22583268968457,0.0,0.40153452685422,Extreme Greed
2024-12-14,1235,2369561.7912950674,1.0,135.87157833522267,0.0,0.47368421052631576,Extreme Greed
2024-12-15,1697,2583269.80463575,1.0,57.4692488385386,0.0,0.24572775486152032,Extreme Greed
2024-12-16,1055,2740808.9615622945,1.0,158.07994704549765,0.086172,0.5071090047393365,Extreme Greed
2024-12-17,1941,5233597.723958275,1.0,113.13307839876352,0.0,0.4363730036063885,Extreme Greed
2024-12-18,1429,3798887.0894005722,1.0,9.575223703988803,0.0,0.36599020293911827,Extreme Greed
2024-12-19,3339,8241709.511445015,1.0,18.79125621024259,0.166937,0.6148547469302186,Extreme Greed
2024-12-20,2488,7681274.81126886,1.0,102.47976689670418,1.454962,0.5558681672025724,Greed
2024-12-21,1681,4382875.0773546,1.0,89.24578415050566,1.390236,0.5496728138013087,Greed
2024-12-22,774,3087320.219224,1.0,455.03509557235145,0.0,0.4354005167958656,Greed
2024-12-23,2347,6771878.43537355,1.0,-12.53967898466127,0.0,0.2901576480613549,Greed
2024-12-24,338,1767036.1242604079,1.0,43.827751822485205,0.0,0.33727810650887574,Greed
2024-12-25,208,347889.27224130736,1.0,3.637774264423076,0.0,0.30288461538461536,Greed
2024-12-26,697,2205242.687897,1.0,86.41124780774749,0.159494,0.5136298421807748,Extreme Greed
2024-12-27,260,347912.9494670144,1.0,10.280042442307693,0.0,0.4230769230769231,Greed
2024-12-28,161,281555.105363,1.0,5.842693310559007,0.0,0.22981366459627328,Greed
2024-12-29,201,344628.494552,1.0,14.348596651741294,0.0,0.31840796019900497,Greed
2024-12-30,304,1073865.740501,1.0,29.637296503289473,0.0,0.39473684210526316,Greed
2024-12-31,306,877164.63378,1.0,17.794159509803922,0.0,0.3006535947712418,Greed
2025-01-01,96,282582.080708,1.0,-99.25068067708334,0.0,0.3020833333333333,Greed
2025-01-02,361,774674.85594,1.0,24.145482235457067,0.0,0.45706371191135736,Greed
2025-01-03,508,771209.104457,1.0,11.867099986220472,0.0,0.27165354330708663,Greed
2025-01-04,371,1826029.677386,1.0,6.882851665768194,0.0,0.20215633423180593,Greed
2025-01-05,239,451943.5077764512,1.0,13.337737920502093,0.0,0.41841004184100417,Greed
2025-01-06,573,556527.062831,1.0,10.583220581151831,0.0,0.15532286212914484,Extreme Greed
2025-01-07,637,1313178.1710339999,1.0,25.271942748822607,6.222816,0.7613814756671899,Extreme Greed
2025-01-08,1039,3177275.100449,1.0,125.23300342059672,0.0,0.37151106833493747,Greed
2025-01-09,522,1020733.193007,1.0,89.99220096168582,0.0,0.2777777777777778,Greed
2025-01-10,819,6547449.582684,1.0,-12.352717401709402,0.63832,0.5274725274725275,Neutral
2025-01-11,283,1658098.721674,1.0,8.017952424028268,0.0,0.24381625441696114,Greed
2025-01-12,602,2258459.379615,1.0,9.538607646179402,0.72332,0.7840531561461794,Greed
2025-01-13,408,2936648.0209072023,1.0,23.66526801960784,0.0,0.3872549019607843,Greed
2025-01-14,275,876582.0223750001,1.0,58.43459038181818,0.0,0.49818181818181817,Greed
2025-01-15,267,1801599.901969,1.0,55.50407602996255,0.0,0.4606741573033708,Greed
2025-01-16,371,3049692.8926330176,1.0,56.08546988679245,0.0,0.3423180592991914,Extreme Greed
2025-01-17,238,1110230.4997699999,1.0,29.43872104201681,0.515012,0.5294117647058824,Extreme Greed
2025-01-18,651,2711629.918111687,1.0,0.6808495883256523,0.0,0.38095238095238093,Extreme Greed
2025-01-19,1567,9715215.049641617,1.0,56.10963580216975,0.0,0.20229738353541799,Extreme Greed
2025-01-20,1315,8287326.896812,1.0,66.37052408593155,0.3825,0.5224334600760456,Extreme Greed
2025-01-21,530,1523729.631836115,1.0,20.901583813207548,0.0,0.3867924528301887,Extreme Greed
2025-01-22,832,1778406.180462,1.0,24.66875968389423,0.0,0.28125,Extreme Greed
2025-01-23,1218,3697028.66398268,1.0,83.13320374384236,7.492465,0.6609195402298851,Extreme Greed
2025-01-24,874,1611433.4707741083,1.0,12.131326931350113,0.5630105000000001,0.5583524027459954,Extreme Greed
2025-01-25,506,1239377.678231,1.0,-20.450625011857706,0.0,0.27865612648221344,Extreme Greed
2025-01-26,451,1201173.584255,1.0,90.51766445232816,0.0,0.43458980044345896,Greed
2025-01-27,773,1508028.281058,1.0,53.469295461837,0.0,0.4760672703751617,Greed
2025-01-28,498,579412.0645028818,1.0,36.103642516064255,2.573011,0.6285140562248996,Greed
2025-01-29,910,1897513.272527,1.0,25.737375241758244,0.0,0.4164835164835165,Greed
2025-01-30,1067,3014397.231249,1.0,21.64711470009372,0.0,0.3467666354264292,Greed
2025-01-31,1016,2783411.415887,1.0,35.303441705708664,0.8434925,0.5413385826771654,Extreme Greed
2025-02-01,634,1363746.251289,1.0,50.946695610410096,1.763296,0.5962145110410094,Greed
2025-02-02,1319,5661092.351257195,1.0,123.46835452843062,0.0,0.35860500379075055,Greed
2025-02-03,2380,22592901.397937045,1.0,146.58459086932774,0.0,0.4634453781512605,Fear
2025-02-04,2512,15678409.382138,1.0,165.9541752070064,0.0,0.276671974522293,Greed
2025-02-05,1297,8743231.55327,1.0,43.721075992289904,0.0,0.3215111796453354,Neutral
2025-02-06,1703,2818508.789804,1.0,19.84955944392249,0.0,0.46095126247798,Neutral
2025-02-07,1524,3460263.544349,1.0,14.730972500656167,0.0,0.2821522309711286,Fear
2025-02-08,575,839735.3870250001,1.0,1.0203534834782608,0.0,0.19130434782608696,Fear
2025-02-09,764,2920919.6308292,1.0,197.05736844502616,0.0,0.4306282722513089,Neutral
2025-02-10,889,3624958.646305,1.0,71.88807047244094,0.0,0.4780652418447694,Fear
2025-02-11,848,2797544.226785,1.0,-7.186067001179245,0.0,0.21816037735849056,Neutral
2025-02-12,1031,4143974.446796168,1.0,19.251828353055284,0.0,0.4626576139670223,Neutral
2025-02-13,1370,3199852.209671,1.0,20.313528640875912,0.0,0.4678832116788321,Neutral
2025-02-14,1655,4007103.2442844,1.0,129.22095184773414,0.0,0.42900302114803623,Neutral
2025-02-15,932,1712852.9726,1.0,48.32932082618026,0.0,0.4302575107296137,Neutral
2025-02-16,681,806177.54267,1.0,3.4794103157121876,0.0,0.44052863436123346,Neutral
2025-02-17,941,2031044.5278709999,1.0,1.9325964877789585,0.0,0.22422954303931988,Neutral
2025-02-18,1676,3371128.755508,1.0,54.418062292959426,0.061069,0.5119331742243437,Neutral
2025-02-19,1361,3263930.31753133,1.0,11.010870463629685,0.0,0.4276267450404115,Fear
2025-02-20,2012,4628609.276245,1.0,22.867193887673956,0.0,0.47912524850894633,Neutral
2025-02-21,1873,3972159.9927710197,1.0,63.904695114789114,0.109988,0.5221569674319274,Greed
2025-02-22,686,3175570.174686,1.0,36.849423,0.0,0.4970845481049563,Neutral
2025-02-23,520,1141310.664357,1.0,20.494104328846156,0.0,0.45,Neutral
2025-02-24,5616,11223619.8034631,1.0,6.850102607193732,0.0,0.39672364672364674,Neutral
2025-02-25,6246,19414984.756965,1.0,32.782929400256165,0.0,0.260646813960935,Fear
2025-02-26,1176,4946957.969294,1.0,53.76621014370748,1.4922360000000001,0.6709183673469388,Extreme Fear
2025-02-27,890,1999898.305549,1.0,-41.039514064044944,0.0,0.27752808988764044,Extreme Fear
2025-02-28,1019,4123660.762637,1.0,221.4211077016683,0.0,0.3886162904808636,Extreme Fear
2025-03-01,174,263824.12591388,1.0,60.897177977011495,0.0,0.4482758620689655,Extreme Fear
2025-03-02,532,6460848.75823,1.0,125.77879832330827,0.0120845,0.5018796992481203,Fear
2025-03-03,1482,8244590.617822,1.0,415.9332201302294,9.005766,0.6153846153846154,Fear
2025-03-04,2402,11124247.007898001,1.0,75.80165136761032,0.0,0.25353871773522063,Extreme Fear
2025-03-05,1660,9193653.8498,1.0,162.24600356445782,34.0166975,0.7584337349397591,Extreme Fear
2025-03-06,760,6765325.028567,1.0,21.18569152763158,0.0,0.48026315789473684,Fear
2025-03-07,2552,19854275.554943,1.0,58.86993010462382,0.231811,0.5223354231974922,Fear
2025-03-08,529,892083.4479949999,1.0,46.69333338185255,4.088704,0.5689981096408318,Fear
2025-03-09,1422,10419697.999238,1.0,13.905384947257385,0.0,0.4409282700421941,Fear
2025-03-10,2911,16811790.415495,1.0,-3.438690233596702,0.0,0.39745791824115423,Extreme Fear
2025-03-11,3286,14016952.17719,1.0,-23.3964482763238,0.0,0.18746195982958003,Extreme Fear
2025-03-12,3968,18618139.113543,1.0,72.60735489289314,1.6060059999999998,0.5645161290322581,Fear
2025-03-13,962,3285591.083667,1.0,14.672422944906446,0.0,0.4573804573804574,Neutral
2025-03-14,2210,8047187.3251942545,1.0,31.061610899999998,1.88254,0.8538461538461538,Fear
2025-03-15,261,2355749.524356,1.0,301.51197154022987,0.650626,0.5938697318007663,Neutral
2025-03-16,530,10187921.386796,1.0,-14.926308575471696,0.0,0.2320754716981132,Fear
2025-03-17,920,3592895.2260114,1.0,28.439028818478263,0.0,0.4532608695652174,Fear
2025-03-18,834,4050655.349877,1.0,86.71797221103118,0.0,0.22541966426858512,Fear
2025-03-19,1612,4598813.831943,1.0,18.222507655707197,0.0,0.4162531017369727,Fear
2025-03-20,771,1652257.889713,1.0,13.290349463035021,0.0,0.4085603112840467,Neutral
2025-03-21,698,2543903.513556,1.0,9.958840077363897,0.009684,0.5,Fear
2025-03-22,535,971809.293555,1.0,23.361748138317758,0.0,0.4747663551401869,Fear
2025-03-23,447,2593519.577109,1.0,31.425999071588368,0.0,0.32662192393736017,Fear
2025-03-24,1027,3017587.067773,1.0,105.04280555111977,1.5312,0.6153846153846154,Neutral
2025-03-25,791,5372519.7425110005,1.0,40.49419314791403,0.0,0.3615676359039191,Neutral
2025-03-26,3102,7597754.2762050005,1.0,5.094186791424887,0.0,0.27111540941328177,Neutral
2025-03-27,785,3240279.56362,1.0,74.9367633388535,0.0,0.33375796178343947,Fear
2025-03-28,728,1483092.730849,1.0,29.30931227335165,0.0,0.3173076923076923,Fear
2025-03-29,1894,3668151.720227,1.0,6.38800049155227,0.0,0.3558606124604013,Fear
2025-03-30,568,2850874.991526816,1.0,27.8083013028169,0.0,0.16549295774647887,Fear
2025-03-31,495,2164772.575714,1.0,14.097342539393939,0.580795,0.5232323232323233,Fear
2025-04-01,192,704445.12239,1.0,-11.472199177083334,0.0,0.4583333333333333,Fear
2025-04-02,1076,3867930.737374,1.0,187.930056633829,28.665758500000003,0.8949814126394052,Fear
2025-04-03,1748,8670233.201231001,1.0,-1.353524757437071,0.0,0.2974828375286041,Fear
2025-04-04,1272,3835545.73728,1.0,-20.05949602987421,0.0,0.38757861635220126,Fear
2025-04-05,360,1267564.24297765,1.0,99.74260475,1.814678,0.5805555555555556,Fear
2025-04-06,1048,3551252.0569633464,1.0,44.89832945801527,0.0,0.31679389312977096,Fear
2025-04-07,2814,14460253.178459,1.0,12.269854408315563,0.0,0.23916133617626156,Extreme Fear
2025-04-08,943,8869391.44792445,1.0,37.00890222481442,0.0,0.4093319194061506,Extreme Fear
2025-04-09,3967,28556805.94634,1.0,10.86978694151752,0.0,0.43055205444920597,Extreme Fear
2025-04-10,2127,28741953.615789194,1.0,74.40612236060178,0.05977,0.5289139633286318,Fear
2025-04-11,1096,11319327.182071,1.0,115.33437872354014,0.0,0.3357664233576642,Fear
2025-04-12,2109,55914617.530629,1.0,194.60393292223802,0.0,0.2721669037458511,Fear
2025-04-13,1321,14171154.5799719,1.0,36.86299888039364,0.0,0.3618470855412566,Neutral
2025-04-14,890,13079972.788512,1.0,51.32634052022472,0.0,0.42247191011235957,Fear
2025-04-15,1131,20752167.96382805,1.0,63.976751796640144,0.621726,0.5720601237842617,Fear
2025-04-16,1608,36502715.738832,1.0,36.46251881654229,0.0,0.3401741293532338,Fear
2025-04-17,1031,2604551.508962,1.0,5.264713759456837,0.0,0.30358874878758485,Fear
2025-04-18,1894,24610650.418877,1.0,2.576771248152059,0.055965,0.5126715945089757,Fear
2025-04-19,2786,32706462.99787461,1.0,25.82576363783202,0.0,0.2921751615218952,Fear
2025-04-20,1982,12126094.1101076,1.0,12.643966668012109,0.0,0.3985872855701312,Fear
2025-04-21,1718,42104054.805227004,1.0,20.005394590803256,0.0,0.3940628637951106,Fear
2025-04-22,2998,33753625.25389654,1.0,19.563963835223483,0.0,0.2961974649766511,Neutral
2025-04-23,6159,30682443.718835,1.0,-68.03380836678032,0.0,0.324728040266277,Greed
2025-04-24,2232,35088918.521418,1.0,22.717023281810036,0.0,0.4135304659498208,Greed
2025-04-25,1653,27749456.11413418,1.0,12.231614764670297,0.0,0.38596491228070173,Greed
2025-04-26,1131,11948127.616027,1.0,-3.6478814694960215,0.0,0.1724137931034483,Greed
2025-04-27,337,487537.776236,1.0,8.018004356083086,0.0,0.3560830860534125,Greed
2025-04-28,1379,26124921.623683,1.0,26.763461754169686,0.0,0.4169688179840464,Neutral
2025-04-29,2243,34089511.400916,1.0,56.06313572313866,0.0,0.43201069995541685,Greed
2025-04-30,1113,12693878.608166,1.0,12.582028094339623,0.0,0.26504941599281223,Greed
2025-05-01,1230,10720240.60794,1.0,44.338885607317074,0.0,0.43089430894308944,Neutral
